ID,customer_id,model,order_price
4335,4,2119FBK-1,289.00
4332,4,1824-9,290.00
4333,4,8370BRW-2,290.00
4334,4,8370BRW-3,290.00
4331,4,9701BLK-3,291.00
4330,4,5425S,291.00
4329,4,2217-1,294.00
4328,4,1945-4,294.00
4327,4,2159-5,301.00
4326,4,1824K-2,301.00
4325,4,1870-4,307.00
4324,4,1869-4,307.00
4323,4,2147T-1,310.00
4322,4,1855-1,310.00
4320,4,9724BLK-2,319.00
4321,4,9724BRW-3,319.00
4319,4,1844DC-1,321.00
4318,4,1908-1,324.00
4317,4,9636-2,325.00
4316,4,8490-LR,328.00
4315,4,9668BLK-3,329.00
4311,4,251-01,329.00
4312,4,251-05,329.00
4314,4,9668BLK-2,329.00
4313,4,9724BLK-3,329.00
4310,4,1945-5,330.00
4309,4,5056-78,330.00
4308,4,2147W-4,343.00
4307,4,1844DC-4,345.00
4306,4,866NC-4,345.00
4305,4,1870-5,347.00
4304,4,1824-4,347.00
4303,4,8477-2,348.00
4302,4,2147TW-1,349.00
4301,4,2538S,361.00
4299,4,8477NF-2,368.00
4300,4,8480BRW-3,368.00
4298,4,8490-CR,384.00
4297,4,1824-5,387.00
4296,4,8490-AR,393.00
4295,4,1824K-1,399.00
4294,4,549-1,412.00
4293,4,1958K-1,413.00
4292,4,8490-RC,423.00
4291,4,866NC-5,431.00
4290,4,8490-AC,446.00
4289,4,2145-5,462.00
4288,4,2438S,466.00
4287,4,5056S,480.00
4286,4,2456S,489.00
4285,4,8239-3,502.00
4283,4,1844DC-2,518.00
4284,4,251-04,518.00
4282,4,1869-5,521.00
4281,4,2147K-1,527.00
4280,4,1372-36,550.00
4279,4,2147-3,556.00
4278,4,1844DC-5,558.00
4277,4,1832-5,561.00
4276,4,2147-4,570.00
4275,4,1372S,624.00
4274,4,9724BRW-2,638.00
4273,4,1916-1,718.00
4272,4,5144GYS,728.00
4271,4,8477-3,755.00
4269,4,9668BRW-2,986.00
4270,4,9668BRW-3,986.00
4268,4,2147-5,"1,116.00"
4267,4,2147F-1,"1,133.00"
4266,4,586-24,"1,222.00"
4265,4,1372-24,"1,374.00"
4264,4,2147-1,"2,092.00"
4263,4,586S,"2,270.00"
4262,4,PALLET/,"5,000.00"
4861,5,1393BK-78,-193.00
4860,5,2159-1,-150.00
4859,5,2159-4,-145.00
4858,5,1839-4,-99.00
4857,5,2159K-3EK,-75.00
4856,5,DISCOUNT/,-49.00
4847,5,1385-6,0.00
4850,5,1882KN-1CK,0.00
4846,5,1266F1S,0.00
4848,5,1402SLK-2CK,0.00
4849,5,1402SLK-3CK,0.00
4852,5,1882KN-3CK,0.00
4853,5,4602PU,0.00
4854,5,5470-72,0.00
4845,5,1107BLK,0.00
4855,5,5560-04,0.00
4851,5,1882KN-2CK,0.00
4844,5,2145F-2,19.00
4843,5,2145-2,19.00
4842,5,2147T-3,19.00
4841,5,1882N-2,20.00
4838,5,2145-3,25.00
4840,5,1856-6,25.00
4839,5,2145F-3,25.00
4837,5,B2013TFDC-SL,26.00
4836,5,B2013FFDC-SL,26.00
4835,5,2147SG-3,29.00
4834,5,2147FBK-3,29.00
4833,5,3522-05G,30.00
4832,5,2145-6,32.00
4831,5,1977T-3,34.00
4830,5,2147F-3,38.00
4829,5,2147-3,38.00
4828,5,5415RFK-3CK,39.00
4827,5,4829DB-A,42.00
4826,5,1718GY-3,44.00
4825,5,1844DC-3,45.00
4823,5,1856-3,48.00
4824,5,2042T-3,48.00
4822,5,2259KGY-3CK,49.00
4821,5,1385K-3CK,50.00
4820,5,1718GY-6,52.00
4819,5,2145F-1,55.00
4818,5,2145-1,55.00
4817,5,3588-04,55.00
4816,5,1844DC-6,55.00
4815,5,2259GY-6,56.00
4813,5,2147TW-3,58.00
4812,5,2147FW-3,58.00
4814,5,2147W-3,58.00
4811,5,2147FSG-3,58.00
4810,5,2147BK-4,59.00
4809,5,1882N-3,59.00
4808,5,5797N-3,59.00
4807,5,5375-78B,59.00
4806,5,2298K-3CK,60.00
4805,5,3522-04G,60.00
4804,5,5518-78B,62.00
4803,5,4510BUE,65.00
4802,5,1402-6RT,66.00
4801,5,1740-6,67.00
4800,5,5264-15,69.00
4799,5,4966-B,69.00
4798,5,2019TW-3,70.00
4797,5,2039W-6,72.00
4796,5,1737KNGY-3EK,72.00
4795,5,2039FW-3,78.00
4794,5,4730PU,79.00
4793,5,5872N-1,80.00
4792,5,2147T-1,80.00
4791,5,1386T-3,80.00
4789,5,1402SL-DW,82.00
4790,5,1844DC-1,82.00
4788,5,B2013TFDC-2,83.00
4786,5,5415RFK-2,89.00
4787,5,1844DC-4,89.00
4785,5,5797N-1,90.00
4784,5,1882N-1,90.00
4782,5,1718GY-2,95.00
4783,5,3522-05,95.00
4781,5,1856K-3CK,96.00
4780,5,2145-4,98.00
4776,5,1834K-3CK,99.00
4777,5,2147W-6,99.00
4778,5,3436-30,99.00
4779,5,5558-01,99.00
4774,5,2147SG-1,100.00
4775,5,B2013TFDC-1,100.00
4773,5,2147FBK-1,100.00
4772,5,5473A,100.00
4771,5,2615KDC-3CK,100.00
4770,5,2019TW-2,100.00
4768,5,1935PN-2,105.00
4769,5,5872KN-1CK,105.00
4767,5,B2013FFDC-2,109.00
4766,5,5167-96B,109.00
4765,5,8480BRW-AR,110.00
4764,5,1402SLK-3CKRL,110.00
4763,5,1386T-2,110.00
4762,5,1935PN-3,114.00
4761,5,2147-5,115.00
4760,5,4829DB,117.00
4758,5,8213-1,119.00
4757,5,2147W-12,119.00
4759,5,8215BJ-1,119.00
4756,5,1714W-4,119.00
4755,5,2039FW-2,120.00
4754,5,1856T-3,124.00
4753,5,2147SG-9,125.00
4752,5,1834-6,126.00
4751,5,2298K-2,129.00
4750,5,1402LPK-2CK,129.00
4749,5,B2013FFDC-1,130.00
4748,5,1844DC-2,132.00
4747,5,1385K-2,134.00
4746,5,2147BK-5,139.00
4745,5,1718GY-1,140.00
4744,5,B2250-2,140.00
4743,5,2423-36,141.00
4742,5,5268S,144.00
4741,5,8058-T,145.00
4740,5,1235BR,145.00
4739,5,2147-4,147.00
4738,5,2298K-1,150.00
4737,5,1737KNGY-1EK,153.00
4736,5,2039FW-1,160.00
4735,5,2019TW-1,160.00
4734,5,1386T-1,160.00
4733,5,1977F-1,165.00
4732,5,1245F2S,169.00
4731,5,2042F-1,170.00
4730,5,2147W-4,177.00
4729,5,2039W-4,178.00
4723,5,1834K-2,180.00
4724,5,5518-78,180.00
4725,5,4966-A,180.00
4726,5,2147-1,180.00
4728,5,2147TW-1,180.00
4727,5,2147F-1,180.00
4722,5,1393W-36,188.00
4721,5,1737KNGY-2EK,188.00
4717,5,5554-05,189.00
4718,5,8225-2,189.00
4715,5,8490FBR-CN,189.00
4719,5,2259KGY-1,189.00
4720,5,3522-04,189.00
4716,5,2039W-5,189.00
4714,5,8480RED-CR,190.00
4713,5,8480BRW-CR,190.00
4712,5,1385K-1,195.00
4711,5,8229-RRPW,197.00
4709,5,1402SLK-1CK,198.00
4708,5,1288-305,198.00
4710,5,8229-LRPW,198.00
4706,5,8208-3SC,199.00
4705,5,1977-9,199.00
4707,5,8401-3SC,199.00
4704,5,2147FW-1,200.00
4703,5,2147FSG-1,200.00
4702,5,5167-96,200.00
4701,5,5375-78,202.00
4700,5,8225-3,209.00
4699,5,2615KDC-2,209.00
4697,5,2259KGY-2,212.00
4698,5,1393W-24,212.00
4696,5,1131-29S,213.00
4695,5,5510-66,214.00
4694,5,5518S,216.00
4693,5,2423-24,216.00
4692,5,3588-30,218.00
4691,5,1834K-1,220.00
4690,5,8480RED-AR,220.00
4689,5,1386-9,225.00
4688,5,1834-9,229.00
4687,5,8480RED-2R,229.00
4686,5,8480BRW-2R,229.00
4685,5,5560-30,235.00
4684,5,8229-CN,236.00
4683,5,2147SG-4,236.00
4678,5,1288-301,238.00
4682,5,5554-04,238.00
4681,5,2147-12,238.00
4680,5,1834-4,238.00
4679,5,1718GY-4,238.00
4677,5,2615KDC-1,240.00
4676,5,1856-1,243.00
4675,5,4687WHT,244.00
4674,5,1844DC-5,249.00
4673,5,1737NGY-11,249.00
4672,5,1718GY-5,249.00
4671,5,1714W-5,249.00
4670,5,2259GY-9,250.00
4669,5,2147BK-9,250.00
4668,5,5518-40,251.00
4667,5,5473-50,254.00
4666,5,8437DBR-1LT,255.00
4665,5,2042-9,258.00
4664,5,1856-5,258.00
4663,5,5177-54,259.00
4662,5,1385-4,264.00
4661,5,2259GY-4,264.00
4660,5,8446-2,269.00
4659,5,2259GY-5,269.00
4658,5,8480RED-2LCN,270.00
4656,5,B2250-3,270.00
4657,5,8480BRW-2LCN,270.00
4655,5,1385-9,275.00
4654,5,1402-4,277.00
4653,5,2147SG-5,278.00
4652,5,9616BRW-3,279.00
4651,5,1935PN-1,280.00
4650,5,1740-5,285.00
4649,5,2298-4,286.00
4648,5,9603WHT-2,289.00
4647,5,2459,289.00
4646,5,1402-9,289.00
4645,5,8480GRY-1PW,295.00
4644,5,5473-55,295.00
4643,5,2615DC-4,298.00
4642,5,2147W-1,300.00
4641,5,1856-4,300.00
4640,5,9603WHT-3,309.00
4639,5,1394-108,314.00
4638,5,5415RFK-1,322.00
4637,5,1385-5,329.00
4636,5,8059-T,330.00
4635,5,8490FBR-RR,336.00
4634,5,8490FBR-LR,338.00
4633,5,5554-30,338.00
4632,5,1260F1S,338.00
4631,5,2298-5,339.00
4630,5,B2250-1,340.00
4629,5,5473-103B,340.00
4628,5,1402-5,341.00
4627,5,2615DC-5,345.00
4626,5,1856T-1,351.00
4625,5,2145-5,357.00
4624,5,8446-3,359.00
4623,5,5177S,360.00
4622,5,9745BRW-1,369.00
4621,5,2147W-9,375.00
4620,5,2588S,378.00
4619,5,8480GRY-3,379.00
4618,5,1737NGY-4,381.00
4617,5,8414-2,389.00
4616,5,489RD,395.00
4615,5,8490FBR-CR,396.00
4614,5,1212F2S,399.00
4612,5,1718GY-9,400.00
4613,5,2147-9,400.00
4611,5,8490FBR-AR,405.00
4610,5,3522-30,418.00
4608,5,1217F1S,418.00
4609,5,1372-78,418.00
4607,5,5510S,421.00
4606,5,8490FBR-RC,436.00
4605,5,8490-LC,438.00
4604,5,1856K-1CK,452.00
4603,5,8480RED-2PW,459.00
4602,5,8480BRW-2PW,459.00
4601,5,8490FBR-AC,460.00
4600,5,8480RED-3PW,479.00
4599,5,586-36RD,490.00
4598,5,8229-ARPW,507.00
4597,5,1919-4,518.00
4596,5,1834-5,538.00
4595,5,1856-9,550.00
4594,5,2147W-5,556.00
4593,5,1372S,564.00
4592,5,1737NGY-5,587.00
4591,5,1372-40,588.00
4590,5,4617-12,597.00
4589,5,1372-36,607.00
4588,5,5473-103,616.00
4587,5,8490-CN,630.00
4586,5,5104,705.00
4585,5,8480BRW-1,735.00
4584,5,8480BRW-3,758.00
4583,5,586-36,795.00
4582,5,8427-3,798.00
4581,5,8490-RR,840.00
4580,5,1394S,857.00
4579,5,8490-RC,872.00
4578,5,8480GRY-1,980.00
4577,5,8490-AC,"1,035.00"
4576,5,8480BRW-2,"1,077.00"
4575,5,4732PU,"1,113.00"
4574,5,1372-24,"1,124.00"
4573,5,8490-LR,"1,182.00"
4572,5,8490-AR,"1,215.00"
4571,5,586-24,"1,320.00"
4570,5,5473S,"1,440.00"
4569,5,8490-CR,"1,782.00"
4568,5,8480BRW-3PW,"3,353.00"
4567,5,8480GRY-2PW,"4,131.00"
4566,5,8480GRY-3PW,"6,706.00"
4258,6,1390LPK-3CK,0.00
4259,6,1394-04,0.00
4261,6,2159K-3CK,0.00
4260,6,1856-5,0.00
4257,6,1372-36,0.00
4256,6,5538W,13.00
4255,6,2145T-2,14.00
4254,6,1885N-2,19.00
4253,6,2145T-3,20.00
4252,6,1882N-2,20.00
4251,6,1890N-2,20.00
4250,6,1936-3,24.00
4246,6,B2053SBW-SL,24.00
4247,6,1856-3,24.00
4249,6,1884KN-2CK,24.00
4248,6,5538WG,24.00
4242,6,1856T-3,25.00
4243,6,2615DC-04B,25.00
4244,6,2019TW-3,25.00
4245,6,1856-6,25.00
4241,6,B2013FFDC-SL,26.00
4238,6,1855-3,29.00
4240,6,2145K-2,29.00
4237,6,1806-2,29.00
4239,6,2147FBK-3,29.00
4236,6,2220T-3,30.00
4235,6,1968-6,32.00
4233,6,1855-6,33.00
4234,6,539BK-6,33.00
4232,6,2019TW-2,34.00
4230,6,866FNC-3,35.00
4231,6,866NC-3,35.00
4229,6,5445-60,36.00
4228,6,1958-3,36.00
4227,6,2601-48,39.00
4224,6,1968K-3CK,39.00
4226,6,2147KSG-3EK,39.00
4225,6,2147KBK-3CK,39.00
4221,6,1901-3,40.00
4222,6,2145K-3EK,40.00
4223,6,4803BLK-A,40.00
4219,6,1386T-3,40.00
4218,6,1349-3,40.00
4220,6,1422-3,40.00
4217,6,2434-48,41.00
4215,6,1810-6,44.00
4214,6,1869K-3CK,44.00
4216,6,1806-3,44.00
4211,6,1810-3,45.00
4210,6,1740-2,45.00
4212,6,2145T-1,45.00
4213,6,2220T-1,45.00
4209,6,1402K-3CK,49.00
4208,6,2100K-3EK,49.00
4207,6,1856-4,50.00
4203,6,B2053W-R,50.00
4206,6,1885N-3,50.00
4204,6,2119TBK-3,50.00
4205,6,1740-3,50.00
4202,6,B2013DC-R,52.00
4201,6,2259GY-3,54.00
4200,6,2299-6,55.00
4199,6,1386T-2,55.00
4198,6,1733-6,56.00
4197,6,1927-3,56.00
4196,6,2147W-3,57.00
4195,6,1890N-3,58.00
4192,6,2147FW-3,58.00
4193,6,2147K-3CK,58.00
4194,6,2147TW-3,58.00
4191,6,539BK-4,59.00
4190,6,1882N-3,59.00
4189,6,1855-4,60.00
4188,6,1402KW-3EK,60.00
4187,6,1402K-3EK,60.00
4186,6,2259GY-6,62.00
4185,6,1849-6,63.00
4184,6,2615DC-04,64.00
4182,6,1740-6,67.00
4183,6,814BK-6,67.00
4181,6,2299W-3,68.00
4177,6,1884KN-3CK,69.00
4176,6,1349-2,69.00
4178,6,1927-2,69.00
4179,6,1958-2,69.00
4180,6,1968-4,69.00
4175,6,5445-60G,69.00
4174,6,1856T-1,70.00
4173,6,5538WS,72.00
4172,6,B2053SBW-2,73.00
4171,6,5310C,73.00
4170,6,1810-2,74.00
4169,6,2159K-3EK,75.00
4168,6,2100F-3,75.00
4167,6,2159-6,76.00
4166,6,2135-6,77.00
4165,6,1869-4,79.00
4161,6,1386T-1,80.00
4158,6,1385-3,80.00
4160,6,DRACK-QN,80.00
4162,6,1885N-1,80.00
4163,6,2145K-1,80.00
4164,6,1890N-1,80.00
4159,6,1737KNGY-3CK,80.00
4157,6,1856-1,81.00
4156,6,1810-1,86.00
4155,6,1845-6,86.00
4154,6,1928-4,89.00
4153,6,1834-3,89.00
4150,6,1349-1,90.00
4152,6,866FNC-1,90.00
4151,6,1882N-1,90.00
4149,6,1402W-6SW,93.00
4148,6,4694WT-15,95.00
4147,6,1936-1,95.00
4146,6,2145F-2,95.00
4145,6,1855-1,96.00
4144,6,5155,99.00
4141,6,8202CH-CA,99.00
4143,6,2147SG-6,99.00
4142,6,2147BK-6,99.00
4140,6,2147FW-1,100.00
4139,6,2147FBK-1,100.00
4138,6,2100K-1EK,100.00
4137,6,2145F-3,100.00
4136,6,5445BKS,104.00
4135,6,B2053SBW-1,107.00
4134,6,3588-30,109.00
4133,6,35800-T,109.00
4132,6,B2013FFDC-2,109.00
4131,6,1740-1,110.00
4130,6,2299W-2,110.00
4128,6,2124-4,112.00
4129,6,5141GYS,112.00
4127,6,1394-6,113.00
4125,6,1869K-2,115.00
4126,6,2243-6,115.00
4124,6,2100F-1,118.00
4123,6,2147BK-12,119.00
4121,6,1402K-2CK,120.00
4122,6,1834-2,120.00
4120,6,1849-3,120.00
4119,6,9701BLK-2,125.00
4118,6,4791PU,125.00
4117,6,1839-4,126.00
4116,6,814BK-4,129.00
4115,6,5556-04,129.00
4114,6,1390LP-3,129.00
4113,6,B2013FFDC-1,130.00
4112,6,1390LP-2,130.00
4111,6,1385-4,132.00
4110,6,1394K-3CK,134.00
4109,6,B2053SBW-3,135.00
4108,6,2423-36,137.00
4107,6,2168WW-6,137.00
4106,6,5155S,138.00
4104,6,1968-9,139.00
4105,6,2259GY-4,139.00
4102,6,1390LPK-3EK,139.00
4103,6,1402KW-2EK,139.00
4101,6,2423-24,140.00
4100,6,1958-1,144.00
4099,6,2159-4,145.00
4097,6,2147KBK-1,146.00
4098,6,2147KSG-1,146.00
4096,6,1884KN-1CK,146.00
4095,6,1880KGRY-1CK,149.00
4093,6,1928K-1,150.00
4094,6,1968K-1,150.00
4092,6,1855-5,152.00
4091,6,1402W-4,154.00
4090,6,8327GY-1S,155.00
4089,6,539BK-5,159.00
4088,6,1968-5,159.00
4087,6,1869K-1,160.00
4086,6,1390LPK-2,160.00
4085,6,1810-4,162.00
4084,6,1385-6,168.00
4083,6,2259GY-1,170.00
4082,6,1737KNGY-1CK,170.00
4081,6,2145-2,172.00
4080,6,2867-1,174.00
4078,6,2259GY-2,175.00
4079,6,2147BK-3,175.00
4076,6,2147BK-4,177.00
4077,6,2147SG-4,177.00
4075,6,586,179.00
4074,6,5425-36,179.00
4072,6,2601S,180.00
4071,6,1834K-2,180.00
4073,6,2147TW-1,180.00
4070,6,1928-5,189.00
4069,6,1901-1,190.00
4066,6,8480GRY-CR,190.00
4068,6,1834-1,190.00
4067,6,4694BK-15,190.00
4064,6,2147F-3,191.00
4065,6,1849-1,191.00
4063,6,1393W-78,193.00
4062,6,8327BE-2,195.00
4061,6,2147W-6,197.00
4060,6,1834K-3EK,198.00
4059,6,9619DB-3,199.00
4057,6,2145-9,200.00
4058,6,8202CH-TS,200.00
4056,6,1385-2,208.00
4053,6,1737KNGY-2CK,209.00
4054,6,32190-T,209.00
4055,6,8329BLK-2,209.00
4052,6,4803BLK,209.00
4051,6,1402KW-1EK,210.00
4050,6,8327GY-3,215.00
4049,6,2434S,216.00
4048,6,1402SLK-3CKRL,217.00
4047,6,8329CH-2,219.00
4045,6,2299W-1,220.00
4046,6,2145F-1,220.00
4044,6,2159K-2NF,224.00
4043,6,2119BK-9,225.00
4042,6,2145-3,226.00
4041,6,2100-3,229.00
4040,6,8480GRY-2R,229.00
4039,6,1937-4,231.00
4038,6,1810-5,235.00
4037,6,1834-4,238.00
4036,6,8329CH-3,239.00
4035,6,8239-2,239.00
4034,6,2168WW-4,240.00
4033,6,5346S,252.00
4032,6,2545S,252.00
4031,6,2528S,252.00
4030,6,1402LPK-2CK,254.00
4027,6,8239-3,259.00
4026,6,1394-4,259.00
4028,6,9700BLK-2,259.00
4029,6,9700FCP-2,259.00
4024,6,1131-24S,268.00
4025,6,2119TBK-1,268.00
4022,6,8234TT-2,269.00
4021,6,1834-5,269.00
4023,6,9700BLK-3,269.00
4019,6,1393WS,270.00
4020,6,8480GRY-2LCN,270.00
4018,6,2147K-1,272.00
4017,6,9700FCP-3,279.00
4016,6,2546S,285.00
4015,6,2145-6,288.00
4012,6,2159-11,289.00
4013,6,8234TT-3,289.00
4014,6,9603BLK-2,289.00
4011,6,1385-1,290.00
4010,6,2147W-1,297.00
4008,6,8201BLK-2,299.00
4007,6,2259GY-5,299.00
4009,6,1402-4,299.00
4006,6,2100-1,299.00
4005,6,1372-24,303.00
4003,6,8210GRY-2,309.00
4004,6,8210GRY-3,309.00
4002,6,586-82,318.00
4001,6,9723-3,319.00
3998,6,1385-5,329.00
4000,6,8230BLK-3,329.00
3999,6,8230BLK-2,329.00
3997,6,5425-24,330.00
3996,6,5055S,336.00
3995,6,8325BLK-3,339.00
3994,6,2147W-4,354.00
3993,6,1849-2,356.00
3991,6,8480BRW-2,359.00
3992,6,8524BK-2,359.00
3990,6,8599TPE-3,369.00
3989,6,8599TPE-2,369.00
3988,6,9734CH-2,370.00
3987,6,2147BK-9,375.00
3986,6,8480BRW-3,379.00
3985,6,1402W-5,379.00
3984,6,8414DBR-3,389.00
3983,6,1394K-1CK,390.00
3981,6,2147BK-5,417.00
3982,6,2147SG-5,417.00
3980,6,1402SLK-1CK,433.00
3979,6,2147-6,441.00
3978,6,2168WW-9,444.00
3977,6,1386-9,450.00
3976,6,2119BK-5,490.00
3975,6,2145-1,494.00
3974,6,2147W-9,500.00
3973,6,2147-3,534.00
3972,6,2145-4,538.00
3971,6,2147BK-1,599.00
3970,6,9734CH-3,615.00
3969,6,2147-4,781.00
3968,6,2147W-5,830.00
3967,6,586S,840.00
3966,6,2147F-1,899.00
3965,6,8325BLK-2,967.00
3964,6,2145-5,"1,305.00"
3963,6,2147-5,"1,377.00"
3962,6,2147-1,"2,331.00"
3961,6,PALLET/,"12,986.00"
5170,7,1394-108,-349.00
5169,7,9700BLK-3,-279.00
5168,7,9700BLK-2,-259.00
5167,7,1356W-5,-195.00
5166,7,9700BLK-C,-175.00
5165,7,8509-1LT,0.00
5164,7,5022-78B,0.00
5163,7,2147W-5,0.00
5162,7,2147F-3,19.00
5161,7,1883N-2,20.00
5160,7,1904-3,21.00
5159,7,5479-72B,22.00
5158,7,1936T-3,24.00
5157,7,1856F-3,25.00
5156,7,2147-6,26.00
5155,7,5532-36B,26.00
5154,7,2147FBK-3,26.00
5153,7,2147W-3,29.00
5150,7,1883KN-2EK,30.00
5149,7,1882KN-2EK,30.00
5152,7,2147BK-6,30.00
5151,7,1916-3,30.00
5148,7,1904-6,32.00
5147,7,3593-01G,34.00
5146,7,5479-14B,35.00
5145,7,5532-36,36.00
5144,7,5323-29,36.00
5143,7,2147T-3,38.00
5142,7,2147-3,38.00
5141,7,1356FPRBK-3,39.00
5140,7,1852-6,40.00
5139,7,1349-3,40.00
5138,7,1937K-3CK,43.00
5137,7,2147BK-4,53.00
5136,7,1188RD-24,54.00
5135,7,1867-3,54.00
5134,7,2147FSG-3,55.00
5133,7,5789N-3,56.00
5132,7,B2013DC-4,59.00
5131,7,2529-13,59.00
5130,7,2147W-4,59.00
5129,7,1856K-3EK,62.00
5127,7,1883N-3,69.00
5126,7,1882KN-3EK,69.00
5125,7,1349-2,69.00
5128,7,4614-F3,69.00
5124,7,1852-3,70.00
5123,7,1191F4S,71.00
5122,7,1937-6,72.00
5121,7,1356BK-4,72.00
5120,7,3593-01,75.00
5119,7,1916-2,79.00
5118,7,1883KN-3EK,79.00
5116,7,1386T-3,80.00
5117,7,1856F-1,80.00
5115,7,2243SLK-3EK,81.00
5113,7,5479-72C,82.00
5114,7,4738PU,82.00
5112,7,3508-30,83.00
5111,7,1356FPRBK-1,85.00
5110,7,1356FPRBK-2,85.00
5107,7,5494-76B,89.00
5108,7,1194TP,89.00
5109,7,5179-13,89.00
5106,7,B2013PRDC-1,90.00
5105,7,2147F-1,90.00
5104,7,1349-1,90.00
5103,7,2147FBK-1,90.00
5102,7,5532-24,90.00
5101,7,1356PRBK-T,90.00
5100,7,5789N-1,93.00
5099,7,1936F-1,95.00
5097,7,2544-13,96.00
5098,7,2147SG-6,96.00
5096,7,1937K-2,97.00
5094,7,2147-4,98.00
5095,7,5429-24,98.00
5093,7,814BK-4,99.00
5092,7,2147W-1,100.00
5091,7,2147-9,100.00
5090,7,814BK-3,100.00
5089,7,1394-6,102.00
5088,7,1349-4,103.00
5085,7,B2013PRDC-2,109.00
5087,7,B2013DC-9,109.00
5086,7,35800-T,109.00
5084,7,1144E-24S,110.00
5083,7,5479-14,110.00
5082,7,1884N-1,110.00
5081,7,1386T-2,110.00
5080,7,2456S,112.00
5077,7,1916-6,113.00
5079,7,4603PU,113.00
5078,7,3276N-60,113.00
5073,7,2147SG-3,116.00
5074,7,2243-114B,116.00
5076,7,5489-24,116.00
5075,7,1832-4,116.00
5072,7,3276S-CR,117.00
5071,7,5510-66,119.00
5070,7,1882KN-1EK,120.00
5069,7,586-13,120.00
5068,7,1394KN-3CK,121.00
5067,7,1394K-3CK,121.00
5066,7,1904-4,124.00
5065,7,2147W-9,125.00
5064,7,2147SG-9,125.00
5063,7,1856-6,125.00
5062,7,5429-36,129.00
5061,7,1904-5,136.00
5060,7,1867-6,137.00
5059,7,1852-2,138.00
5057,7,3534-30,139.00
5056,7,1916-4,139.00
5058,7,50990-T,139.00
5055,7,5179-90B,139.00
5054,7,5179-90,140.00
5053,7,5022-78,140.00
5052,7,1883KN-1EK,140.00
5051,7,1904K-1,140.00
5050,7,1882N-2,140.00
5049,7,2423-36,141.00
5048,7,1867K-2,143.00
5047,7,2147KSG-1,146.00
5046,7,2456-64,147.00
5044,7,3256RF-30,149.00
5043,7,1936-5,149.00
5045,7,1937K-1,149.00
5042,7,4688WHT,152.00
5041,7,1958A,153.00
5040,7,2243SLK-2,153.00
5039,7,1372-78,159.00
5037,7,1386T-1,160.00
5038,7,2147T-1,160.00
5036,7,2529S,168.00
5035,7,1845-3,168.00
5034,7,2243-4,175.00
5033,7,814BK-2,178.00
5032,7,2147-1,180.00
5031,7,5494-76,180.00
5030,7,8303-LL,185.00
5029,7,2544-64,186.00
5028,7,1937-4,186.00
5027,7,1372-36,188.00
5025,7,2147FSG-1,190.00
5024,7,1916-1,190.00
5026,7,1852-1,190.00
5023,7,8413TL-2,195.00
5022,7,3292-01,195.00
5021,7,2529-64,195.00
5020,7,1852-5,195.00
5019,7,5479S,196.00
5018,7,1711-4,198.00
5015,7,1935-30,199.00
5017,7,8230BLK-1,199.00
5016,7,1937-9,199.00
5014,7,814BK-1,200.00
5013,7,1394K-2CK,203.00
5012,7,1394KN-2CK,203.00
5011,7,9668BLK-1,205.00
5010,7,2425-36,209.00
5009,7,1845LED-6,211.00
5008,7,1191F5S,213.00
5006,7,8334DBR-1,215.00
5005,7,8334BLK-1,215.00
5007,7,1394N-6,215.00
5004,7,5177S,216.00
5003,7,2423-24,216.00
5002,7,8336-RC,218.00
5001,7,1867-55,219.00
4999,7,5179-S2,220.00
4998,7,5169S,220.00
5000,7,1883N-1,220.00
4997,7,1711-9,220.00
4996,7,1856-3,221.00
4995,7,1856K-1EK,228.00
4994,7,2147SG-4,230.00
4993,7,2544S,232.00
4992,7,5177-54,233.00
4990,7,5327-48,234.00
4991,7,5510S,234.00
4989,7,5104,235.00
4987,7,1277F1S,238.00
4988,7,3587-30,238.00
4986,7,8379BE-3,239.00
4985,7,5669NF-1,239.00
4984,7,1937-5,239.00
4983,7,586S,240.00
4982,7,1422-5,245.00
4981,7,8079-T68,249.00
4980,7,5022S,252.00
4979,7,8336-CN,252.00
4978,7,5510-36,254.00
4977,7,9606AH-RC,255.00
4976,7,2135-3,258.00
4975,7,5280-13,260.00
4974,7,2147BK-5,264.00
4973,7,9606AH-WD,265.00
4972,7,1394KN-3EK,268.00
4971,7,1372-40,269.00
4968,7,1958S,270.00
4969,7,5099-16,270.00
4970,7,8308-5L,270.00
4967,7,2243-114,273.00
4966,7,2243SLK-1,274.00
4965,7,5479-72,275.00
4964,7,5169-84,279.00
4963,7,1372-24,281.00
4962,7,1194IN,287.00
4961,7,1916-5,299.00
4959,7,1856-4,300.00
4960,7,2147SG-1,300.00
4958,7,5438-96B,302.00
4957,7,1372S,312.00
4956,7,1958-40,314.00
4955,7,586-82,318.00
4954,7,1852-4,325.00
4948,7,8230BLK-2,329.00
4952,7,8334DBR-2,329.00
4951,7,8334BLK-3,329.00
4949,7,8245GY-3SL,329.00
4947,7,8300-3RCPW,329.00
4953,7,8334DBR-3,329.00
4950,7,8334BLK-2,329.00
4946,7,8300-3LCPW,330.00
4945,7,1394-9,332.00
4943,7,8490-RR,336.00
4944,7,5327S,336.00
4942,7,8336-RR,336.00
4941,7,9668BLK-3,339.00
4940,7,1808S,340.00
4939,7,1394N-11,341.00
4938,7,5510-24,344.00
4937,7,1866-4,350.00
4936,7,1394KN-1CK,351.00
4935,7,1394K-1CK,351.00
4934,7,3580-31,357.00
